Timestamp,Raw_EEG,Delta,Theta,Alpha,Beta,Gamma
18.36596918106079,-936.5234375,-0.0028558635223803774,-0.004798002463626725,-0.004798002463626729,-1.3295673305570015,-116.69354839097014
18.436310052871704,-1000.0,-0.025241980458700086,-0.0419187632769297,-0.04120659473511948,-9.541122387002938,-108.6707496820918
18.4812228679657,-391.6015625,-0.1104526435085136,-0.18047027034120097,-0.17295032462252322,-30.998262905723962,390.9763403599215
18.51597309112549,941.40625,-0.3228890051698511,-0.5157244336223895,-0.475901046089006,-57.689093553338566,523.211224006476
18.566625118255615,984.86328125,-0.7179685892875568,-1.1110593094138934,-0.9689982533126715,-57.694746912046966,-251.86982884734692
18.6006760597229,941.40625,-1.3100606901080163,-1.9405900365500046,-1.5542039568936619,4.460902245010687,-815.8592343339784
18.65083599090576,913.57421875,-2.0615961235520777,-2.875238035999127,-2.0166118250692477,127.90605650723226,-394.03498838371564
18.684603929519653,-961.9140625,-2.8963204720704807,-3.71669279945912,-2.0886737211306867,254.95081088680683,76.47676534998992
18.734748125076294,789.0625,-3.727213556970511,-4.259427689478515,-1.5492702520598876,294.56899679226547,455.08423689290896
18.76883101463318,-682.6171875,-4.4787248966470905,-4.341490701498383,-0.30450466409949906,182.23883420206877,951.9784706772058
18.821635007858276,-1000.0,-5.096332958265619,-3.869396151031132,1.5750586855100217,-67.97682971710627,-135.04998398428722
18.856389045715332,-930.6640625,-5.558870696978834,-2.84244470202615,3.8395894256761496,-364.19007541884304,-589.0620476397318
18.90626883506775,-1000.0,-5.890408017685616,-1.3696341885126917,6.075937828547601,-581.4326375353655,395.45881414973985
18.93932318687439,-948.2421875,-6.1585341308355215,0.34374916762356855,7.774944717446575,-616.4409988973543,-328.89361235658106
18.98826289176941,-1000.0,-6.4648657284770294,2.028149137915809,8.429350463980581,-432.9079381479634,-381.6941139257233
19.031952142715454,-209.9609375,-6.93336041570844,3.388297463293872,7.637521250916188,-79.18041800904061,294.64771586638005
19.065608978271484,-996.09375,-7.695503537363486,4.14724851206746,5.19893229384433,331.3565650536029,-165.2228917427639
19.115200996398926,956.0546875,-8.874337285870132,4.089696920229651,1.183509358561554,665.9219396867903,117.9753346013368
19.147806882858276,955.078125,-10.563054713370942,3.109161783662078,-4.028868701127035,825.2353495143337,412.6799014701222
19.196972131729126,902.83203125,-12.798951365452803,1.254658615305375,-9.747880212725573,778.341707622661,-336.62921776554504
19.230280876159668,-936.03515625,-15.557129080230354,-1.2670795884664443,-15.055479454725191,554.8263534146872,-728.8682942386648
19.281259059906006,677.734375,-18.774734377745368,-4.150527520483755,-18.97783650715634,210.77279816056304,287.450006187891
19.314939975738525,-797.8515625,-22.377951224665654,-7.058747185117267,-20.671428217212746,-188.0353680725897,924.6072005701327
19.364614963531494,-1000.0,-26.29652845588578,-9.668962352642861,-19.569857476317928,-564.2705520106176,-145.4790815528394
19.397981882095337,-951.171875,-30.478956118903,-11.71632145444378,-15.49445594326082,-837.3640860787802,-237.08560031777014
19.447274923324585,-959.47265625,-34.90514182405174,-13.028050844445136,-8.708614607184767,-941.6910172571454,377.70916225017464
19.48074221611023,-1000.0,-39.585821369361575,-13.52829463815547,0.10921370308683784,-842.8955741624162,-362.02863693078507
19.530139207839966,-883.30078125,-44.55524368496659,-13.225600348223798,9.957167857791331,-552.4835026475866,-342.3826495136888
19.575237035751343,573.73046875,-49.85911926698159,-12.188049412526508,19.649306659448907,-131.64506390845804,274.29639315611075
19.62020516395569,-916.9921875,-55.53487998276088,-10.503278675456672,27.988459033159234,323.587887477514,-179.15225471902218
19.664332151412964,891.6015625,-61.5955391745484,-8.245574945814226,33.930150601502376,705.5258905256788,-282.6839085050463
19.698240041732788,994.140625,-68.01940472047829,-5.455741268907008,36.71383805605435,922.548180321954,473.8472377094625
19.747185230255127,895.5078125,-74.7356692710024,-2.1177779957308704,35.96407239802251,929.2857608379192,151.5371241052695
19.783053159713745,-916.9921875,-81.62190228030754,1.8391418088391935,31.723202553954295,735.0874211467618,-773.766782199071
19.83728313446045,495.1171875,-88.52909729681214,6.4881765753280956,24.388979264318376,386.7542655579351,216.0303446883619
19.871924877166748,-914.55078125,-95.31094221435012,11.846325816175206,14.61206231414715,-43.531207230661956,877.3048779120147
19.92131996154785,-1000.0,-101.8403326642299,17.842688344780107,3.20010409842415,-461.65815437711746,-240.65309922554337
19.954150199890137,-964.35546875,-108.02334213682086,24.297566135422905,-8.976602246446374,-768.7536760106448,-166.19820489574326
19.992372035980225,-957.51953125,-113.80870861586594,30.916733509029342,-21.064215075342062,-888.1350219924319,278.6400154572751
20.040812969207764,-1000.0,-119.18518189186676,37.313702664948785,-32.26987398885116,-787.4068811360136,-386.05494813040605
20.085538148880005,-891.6015625,-124.17357434613078,43.04622761232437,-41.884100080734996,-492.0004544504866,-250.04665860388218
20.118207931518555,563.4765625,-128.81450080000945,47.662724749075295,-49.28680496742444,-80.9899142108754,264.9648918442758
20.16683316230774,-915.0390625,-133.14845613029513,50.76114304996648,-53.937400578051964,338.03721099285747,-117.42597140436767
20.210418939590454,896.97265625,-137.1992531343785,52.037788572188454,-55.37594713158297,659.0755598990218,-274.2346646190795
20.242894172668457,959.47265625,-140.96317193894868,51.31960931018301,-53.24367161971864,805.4133905526238,428.3703517465898
20.291357040405273,941.89453125,-144.39407988510453,48.59505640196338,-47.3059103273003,753.2443999197616,153.43934535804917
20.33590006828308,-954.1015625,-147.40027919191837,44.0152736990693,-37.502884052748136,530.9003261060907,-794.998878258193
20.370009183883667,-138.18359375,-149.87080112001277,37.836871934197994,-24.04940646744709,193.1179980726127,120.01496830842403
20.41910409927368,-1000.0,-151.7099033246054,30.34778868855724,-7.5265312754752465,-195.04700564152128,889.4973521925893
20.452237129211426,-951.66015625,-152.85572016281438,21.8220718465546,11.09552531026805,-555.1440708348466,76.86015602007875
20.50040912628174,-987.3046875,-153.28698252646203,12.498787533175985,30.503931068025786,-799.6371610750588,-169.42026993542436
20.54377293586731,-956.54296875,-153.0238161629244,2.57516547052418,49.14605937107698,-855.0671695960853,-75.46743000184718
20.58958411216736,-1000.0,-152.12230488222278,-7.785916569158782,65.37864221864815,-691.6930651896346,-380.9295758264123
20.62269687652588,-121.58203125,-150.66429384450194,-18.437935397625402,77.6438703398219,-342.39415719474437,-100.7429976478564
20.671460151672363,-967.28515625,-148.74328063287447,-29.22550261762346,84.65043001317426,101.96215509137673,69.3034842787668
20.70427894592285,942.87109375,-146.44915689056023,-39.9587474534008,85.53328202357655,520.0605397154715,-77.36593274027597
20.75317406654358,960.9375,-143.84864363799204,-50.383936442449006,79.97854749012018,802.1205556825311,429.744492002013
20.800177812576294,913.57421875,-140.9612267010699,-60.15229798579991,68.29804423491201,887.1368403846103,-117.47837487543048
