Timestamp,Raw_EEG,Delta,Theta,Alpha,Beta,Gamma
25.932481050491333,965.33203125,0.002943713338762256,0.004945594823039643,0.004945594823039647,1.370466429880705,120.28318309121374
25.9903781414032,965.8203125,0.025820421530935014,0.042875529548466365,0.04214145384087575,9.742423300600038,103.92176844005665
26.026684999465942,965.8203125,0.11402571961306898,0.18635038349115643,0.1786484987088932,32.18675340435695,-331.8501240393315
26.077184200286865,965.8203125,0.3461143143675553,0.5539449996727018,0.5129378201058712,65.57794111648157,-278.300019166176
26.11164903640747,975.5859375,0.8277564308309802,1.2903263924260973,1.1406057599566586,89.9088345176564,217.3423829249668
26.161766052246094,894.04296875,1.6828530785195468,2.5402919812935854,2.11445030995869,78.125225657608,163.43473948219173
26.19542407989502,-900.390625,3.0395057931916742,4.414769780860156,3.4024214503781884,12.55632939357745,-120.349374489408
26.244873046875,386.23046875,5.005324211209956,6.941968150148542,4.842370206158209,-105.02264831472453,84.26241445402431
26.27883815765381,-988.28125,7.644974923264776,10.029057416041313,6.125280718054128,-246.7225682166197,504.5859293715257
26.32876491546631,-1000.0,10.970035306779637,13.45347709440262,6.828398751915952,-359.5609574506361,-165.65130935976407
26.376702070236206,-957.03125,14.932609109292253,16.869114664165412,6.4789396822381775,-385.84881507329226,-379.65507766636625
26.41117286682129,-1000.0,19.424056609371366,19.82881656036466,4.641460572064912,-290.5696976785901,307.918630762978
26.461342096328735,-1000.0,24.28429731023195,21.83057221846642,1.0249435946189522,-78.22586033695703,-278.1567095224421
26.495656967163086,-1000.0,29.31462597222299,22.371953245453142,-4.4197330712445595,203.65613368162087,-231.6242532979854
26.546230792999268,-1000.0,34.28923670871111,21.00122456729614,-11.436050086845881,476.4541226808056,219.01671305119697
26.593016862869263,-1000.0,38.96585616521085,17.362963861761234,-19.442087487830484,656.6420615027788,-106.63599838256934
26.627220153808594,-997.0703125,43.095329736517144,11.235533439002381,-27.560048126452823,685.8994110709673,171.09465794577227
26.6774799823761,-943.359375,46.43021715163033,2.5586786111875863,-34.69350558635841,552.2689424546872,104.4541815423786
26.71150803565979,-1000.0,48.73254570287171,-8.54971507794102,-39.64444945207897,293.56092518298186,-72.053825764438
26.76228404045105,-156.73828125,49.78272523652337,-21.78495382326707,-41.25387835278407,-16.830196508607887,149.75846312259472
26.7967848777771,-947.265625,49.39139031396202,-36.65234514432815,-38.54723444571645,-295.1855948320495,-101.91624173793937
26.849138975143433,940.4296875,47.412144491676,-52.4731710331688,-30.87184348029968,-475.4568269062907,-132.89766093928807
26.88455581665039,943.359375,43.758781944164035,-68.39357041586231,-18.004351009903196,-526.8642092480019,240.07596313671596
26.93465781211853,971.19140625,38.42676489599199,-83.39667200206932,-0.21608818475186745,-457.2322075834783,-266.64917502319963
26.969033002853394,965.8203125,31.501880232896273,-96.34659799626961,21.682918243317356,-311.4514860478146,-521.3150371956038
27.01024103164673,965.8203125,23.150076578333415,-106.07137974766184,46.32117650297315,-160.29376227675144,358.9520909080212
27.060993194580078,965.8203125,13.601117075483485,-111.45773661018251,71.79729482222561,-70.84440979372914,325.9354051182891
27.09600281715393,965.8203125,3.1333130602609067,-111.53984594606207,95.78394290619639,-72.86677279432092,80.67012808272747
27.15141487121582,965.8203125,-7.940418970985066,-105.57703905539465,115.70088305632129,-143.5403311132523,184.28338709786024
27.204418897628784,965.8203125,-19.28513572143106,-93.11652094086634,128.94425604430907,-219.85902595951774,-193.78063277962988
27.255840063095093,965.8203125,-30.555128205471917,-74.03830554662359,133.15122332445657,-231.45623078275258,-139.40659904148472
27.29584002494812,978.02734375,-41.40386226047961,-48.58048371712841,126.47338337889877,-136.14264957559615,-67.28668028234716
27.35369896888733,900.390625,-51.492809482067244,-17.34434470836487,107.82906522239364,59.33957435585663,-113.28728115284315
27.389161109924316,-935.546875,-60.505294262595115,18.71020089115992,77.09498867066873,299.33156137460674,-155.92957491343927
27.447452068328857,592.7734375,-68.17043012412948,58.27032095009697,35.20563964476838,499.15612637504717,54.287907988196196
27.48316502571106,-809.08203125,-74.2828803003294,99.70162356636018,-15.82855677782746,585.1172184927914,695.3012109474084
27.526850938796997,-1000.0,-78.70974785436752,141.11817691545988,-72.97748691855146,533.3268104038032,-136.1521059013537
27.582242965698242,-944.82421875,-81.3970735209198,180.46586249523637,-132.34744783448096,376.16037693655977,-428.3026229836414
27.618109941482544,-1000.0,-82.37394145260548,215.6182658521961,-189.42773912411954,180.69838790923458,469.21126951267365
27.67686891555786,-1000.0,-81.74457364146413,244.49648796756057,-239.39673985392986,18.860869858541662,-268.9136080590894
27.7259202003479,-1000.0,-79.67467971202171,265.1956471477841,-277.479135140793,-62.642577493859015,-295.50725075833367
27.77590298652649,-1000.0,-76.37836092203185,276.100864451638,-299.33971626342037,-61.265789609345475,187.176704243747
27.824275970458984,-1000.0,-72.10575080147488,275.98693611353025,-301.48206882702857,-15.80578023157316,-180.46123545869307
27.86157202720642,-1000.0,-67.13163149135164,264.0968203446461,-281.61681950158174,16.013253678434427,168.00541570228694
27.915404796600342,-930.6640625,-61.7450007514093,240.19570261299512,-238.96322405561213,-12.543863869995073,125.49460214735268
27.951469898223877,-1000.0,-56.23939652828524,204.59894449073767,-174.45079498333902,-114.59590862637585,-52.62659873184376
28.00465703010559,-346.6796875,-50.902677844863874,158.17533597858656,-90.79255434266896,-263.74079004837984,156.46484412589513
28.0439031124115,990.234375,-45.99918874741485,102.33778393024711,7.597963106246262,-403.3970462118056,144.6359646588698
28.099300861358643,970.703125,-41.739581283399595,39.02944444831198,114.85472632319714,-467.4636307070993,-71.71089097203343
28.135862827301025,928.7109375,-38.25330529584423,-29.320414691854722,224.03079805777958,-413.4428432422698,-656.4319359412814
28.202980041503906,976.07421875,-35.582656039817,-99.90070005615662,327.5365909500501,-254.7769414957234,-285.7956087277303
28.238338947296143,965.8203125,-33.694053576898604,-169.66917219094657,417.6268206601253,-61.894507778451,486.19785551834246
28.293811082839966,965.8203125,-32.49244751302475,-235.517002975808,486.9324360400818,76.56527519936583,289.84380198422616
28.329012155532837,965.8203125,-31.83444521067412,-294.4314115859003,529.0105307411716,105.02561254708218,211.6822984009648
28.36954402923584,965.8203125,-31.540532149036498,-343.64937520186186,538.8713702734728,31.21982630570258,80.19077085471449
28.42051100730896,965.8203125,-31.406153919659786,-380.79517161163517,513.4403961665217,-80.15196114882264,-215.96888747116796
28.456439971923828,972.65625,-31.211574332707006,-403.9958285150657,451.9141086684387,-143.7924955178551,-134.42912469954095
